Gene_ID,Transcript_Name,Type
WBGene00018203,F39F10.3.1,coding_transcript
WBGene00018204,F39F10.4.1,coding_transcript
WBGene00018204,F39F10.4.2,coding_transcript
WBGene00018205,F39F10.5.1,coding_transcript
WBGene00018206,F39G3.1.1,coding_transcript
WBGene00018207,F39G3.2.1,coding_transcript
WBGene00018208,F39G3.3.1,coding_transcript
WBGene00018209,F39G3.4.1,coding_transcript
WBGene00018210,F39G3.5a.1,coding_transcript
WBGene00018210,F39G3.5b.1,coding_transcript
WBGene00018210,F39G3.5b.2,coding_transcript
WBGene00018211,F39G3.6.1,coding_transcript
WBGene00004195,F39G3.7.1,coding_transcript
WBGene00006570,F39G3.8.1,coding_transcript
WBGene00009565,F39H11.1.1,coding_transcript
WBGene00006577,F39H11.2a.1,coding_transcript
WBGene00006577,F39H11.2b.1,coding_transcript
WBGene00000409,F39H11.3.1,coding_transcript
WBGene00003953,F39H11.5.1,coding_transcript
WBGene00018212,F39H12.1.1,coding_transcript
WBGene00018213,F39H12.2.1,coding_transcript
WBGene00018213,F39H12.2.2,coding_transcript
WBGene00018214,F39H12.3.1,coding_transcript
WBGene00018215,F39H12.4.1,coding_transcript
WBGene00009562,F39H2.1.1,coding_transcript
WBGene00000890,F39H2.2a.1,coding_transcript
WBGene00000890,F39H2.2b.1,coding_transcript
WBGene00009563,F39H2.3.1,coding_transcript
WBGene00006377,F39H2.4.1,coding_transcript
WBGene00006377,F39H2.4.2,coding_transcript
WBGene00045237,F39H2.5.1,coding_transcript
WBGene00018216,F40A3.1.1,coding_transcript
WBGene00018217,F40A3.2.1,coding_transcript
WBGene00018218,F40A3.3a.1,coding_transcript
WBGene00018218,F40A3.3a.2,coding_transcript
WBGene00018218,F40A3.3b.1,coding_transcript
WBGene00018218,F40A3.3c.1,coding_transcript
WBGene00018219,F40A3.4.1,coding_transcript
WBGene00077712,F40A3.5.1,coding_transcript
WBGene00077712,F40A3.5.2,coding_transcript
WBGene00018221,F40A3.6.1,coding_transcript
WBGene00018222,F40A3.7.1,coding_transcript
WBGene00018223,F40B1.1.1,coding_transcript
WBGene00018226,F40B5.2a.1,coding_transcript
WBGene00018226,F40B5.2b.1,coding_transcript
WBGene00018226,F40B5.2b.2,coding_transcript
WBGene00018227,F40B5.3a.1,coding_transcript
WBGene00018227,F40B5.3b.1,coding_transcript
WBGene00018227,F40B5.3b.2,coding_transcript
WBGene00018228,F40C5.1a.1,coding_transcript
WBGene00018228,F40C5.1b.1,coding_transcript
WBGene00018229,F40C5.2.1,coding_transcript
WBGene00018229,F40C5.2.2,coding_transcript
WBGene00001736,F40C5.3.1,coding_transcript
WBGene00005390,F40D4.1.1,coding_transcript
WBGene00005321,F40D4.11.1,coding_transcript
WBGene00009571,F40D4.12.1,coding_transcript
WBGene00009572,F40D4.13.1,coding_transcript
WBGene00194682,F40D4.17.1,coding_transcript
WBGene00005375,F40D4.3.1,coding_transcript
WBGene00009566,F40D4.5.1,coding_transcript
WBGene00009567,F40D4.6.1,coding_transcript
WBGene00009568,F40D4.7.1,coding_transcript
WBGene00005798,F40D4.8.1,coding_transcript
WBGene00009569,F40D4.9a.1,coding_transcript
WBGene00001828,F40E10.1.1,coding_transcript
WBGene00004950,F40E10.2.1,coding_transcript
WBGene00004950,F40E10.2.2,coding_transcript
WBGene00000822,F40E10.3.1,coding_transcript
WBGene00004854,F40E10.4.1,coding_transcript
WBGene00009573,F40E10.5.1,coding_transcript
WBGene00009574,F40E10.6.1,coding_transcript
WBGene00009574,F40E10.6.2,coding_transcript
WBGene00009574,F40E10.6.3,coding_transcript
WBGene00018234,F40E12.1.1,coding_transcript
WBGene00018230,F40E3.2.1,coding_transcript
WBGene00018231,F40E3.3.1,coding_transcript
WBGene00018232,F40E3.5.1,coding_transcript
WBGene00018232,F40E3.5.2,coding_transcript
WBGene00018233,F40E3.6a.1,coding_transcript
WBGene00004480,F40F11.1.1,coding_transcript
WBGene00009587,F40F11.2.1,coding_transcript
WBGene00009588,F40F11.3a.1,coding_transcript
WBGene00009588,F40F11.3b.1,coding_transcript
WBGene00009589,F40F11.4.1,coding_transcript
WBGene00009592,F40F12.3.1,coding_transcript
WBGene00009593,F40F12.4.1,coding_transcript
WBGene00009594,F40F12.5a.1,coding_transcript
WBGene00009594,F40F12.5b.1,coding_transcript
WBGene00009594,F40F12.5c.1,coding_transcript
WBGene00009595,F40F12.7.1,coding_transcript
WBGene00009595,F40F12.7.2,coding_transcript
WBGene00009595,F40F12.7.3,coding_transcript
WBGene00043995,F40F12.9a.1,coding_transcript
WBGene00043995,F40F12.9b.1,coding_transcript
WBGene00043995,F40F12.9c.1,coding_transcript
WBGene00018236,F40F4.1.1,coding_transcript
WBGene00002254,F40F4.2.1,coding_transcript
WBGene00002254,F40F4.2.2,coding_transcript
WBGene00002253,F40F4.3.1,coding_transcript
WBGene00002255,F40F4.4a.1,coding_transcript
WBGene00002255,F40F4.4b.1,coding_transcript
WBGene00006535,F40F4.5.1,coding_transcript
WBGene00018237,F40F4.6a.1,coding_transcript
WBGene00018237,F40F4.6b.1,coding_transcript
WBGene00018238,F40F4.7.1,coding_transcript
WBGene00018238,F40F4.7.2,coding_transcript
WBGene00004124,F40F4.8.1,coding_transcript
WBGene00004478,F40F8.10.1,coding_transcript
WBGene00044916,F40F8.11a.1,coding_transcript
WBGene00044916,F40F8.11b.1,coding_transcript
WBGene00044917,F40F8.12.1,coding_transcript
WBGene00009575,F40F8.1a.1,coding_transcript
WBGene00009575,F40F8.1b.1,coding_transcript
WBGene00009576,F40F8.3.1,coding_transcript
WBGene00009577,F40F8.4.1,coding_transcript
WBGene00009578,F40F8.5a.1,coding_transcript
WBGene00009578,F40F8.5b.1,coding_transcript
WBGene00009578,F40F8.5c.1,coding_transcript
WBGene00009578,F40F8.5d.1,coding_transcript
WBGene00009578,F40F8.5e.1,coding_transcript
WBGene00009578,F40F8.5f.1,coding_transcript
WBGene00009578,F40F8.5g.1,coding_transcript
WBGene00009578,F40F8.5h.1,coding_transcript
WBGene00009578,F40F8.5i.1,coding_transcript
WBGene00009578,F40F8.5j.1,coding_transcript
WBGene00004096,F40F8.7.1,coding_transcript
WBGene00009579,F40F8.8a.1,coding_transcript
WBGene00009579,F40F8.8a.2,coding_transcript
WBGene00009579,F40F8.8a.3,coding_transcript
WBGene00009579,F40F8.8b.1,coding_transcript
WBGene00003076,F40F8.9.1,coding_transcript
WBGene00009586,F40F9.10.1,coding_transcript
WBGene00009580,F40F9.1a.1,coding_transcript
WBGene00009580,F40F9.1a.2,coding_transcript
WBGene00009580,F40F9.1b.1,coding_transcript
WBGene00009580,F40F9.1b.2,coding_transcript
WBGene00009580,F40F9.1b.3,coding_transcript
WBGene00006470,F40F9.2.1,coding_transcript
WBGene00009581,F40F9.3.1,coding_transcript
WBGene00006230,F40F9.4.1,coding_transcript
WBGene00009582,F40F9.5.1,coding_transcript
WBGene00009582,F40F9.5.2,coding_transcript
WBGene00009583,F40F9.6a.1,coding_transcript
WBGene00009583,F40F9.6b.1,coding_transcript
WBGene00009583,F40F9.6c.1,coding_transcript
WBGene00009584,F40F9.7a.1,coding_transcript
WBGene00009584,F40F9.7a.2,coding_transcript
WBGene00009584,F40F9.7a.3,coding_transcript
WBGene00009584,F40F9.7b.1,coding_transcript
WBGene00009584,F40F9.7b.2,coding_transcript
WBGene00009585,F40F9.8.1,coding_transcript
WBGene00000172,F40F9.9.1,coding_transcript
WBGene00009596,F40G12.1.1,coding_transcript
WBGene00009605,F40G12.10.1,coding_transcript
WBGene00009606,F40G12.11.1,coding_transcript
WBGene00044002,F40G12.15.1,coding_transcript
WBGene00009597,F40G12.2.1,coding_transcript
WBGene00009599,F40G12.4.1,coding_transcript
WBGene00009600,F40G12.5.1,coding_transcript
WBGene00009601,F40G12.6.1,coding_transcript
WBGene00009602,F40G12.7.1,coding_transcript
WBGene00009603,F40G12.8.1,coding_transcript
WBGene00009604,F40G12.9.1,coding_transcript
WBGene00018239,F40G9.1.1,coding_transcript
WBGene00018246,F40G9.10.1,coding_transcript
WBGene00003510,F40G9.11.1,coding_transcript
WBGene00018247,F40G9.12.1,coding_transcript
WBGene00018248,F40G9.14.1,coding_transcript
WBGene00077531,F40G9.15.1,coding_transcript
WBGene00185078,F40G9.17.1,coding_transcript
WBGene00185078,F40G9.17.2,coding_transcript
WBGene00189954,F40G9.18.1,coding_transcript
WBGene00189955,F40G9.19.1,coding_transcript
WBGene00018240,F40G9.2.1,coding_transcript
WBGene00006715,F40G9.3.1,coding_transcript
WBGene00018241,F40G9.5.1,coding_transcript
WBGene00018242,F40G9.6.1,coding_transcript
WBGene00018243,F40G9.7.1,coding_transcript
WBGene00018244,F40G9.8.1,coding_transcript
WBGene00018245,F40G9.9.1,coding_transcript
WBGene00018249,F40H3.1a.1,coding_transcript
WBGene00018249,F40H3.1b.1,coding_transcript
WBGene00018250,F40H3.2.1,coding_transcript
WBGene00018251,F40H3.3.1,coding_transcript
WBGene00001440,F40H3.4.1,coding_transcript
WBGene00002030,F40H3.5.1,coding_transcript
WBGene00018253,F40H6.1.1,coding_transcript
WBGene00006547,F40H6.4.1,coding_transcript
WBGene00018255,F40H6.5.1,coding_transcript
WBGene00044379,F40H7.12.1,coding_transcript
WBGene00005999,F40H7.2.1,coding_transcript
WBGene00005992,F40H7.4.1,coding_transcript
WBGene00005993,F40H7.5.1,coding_transcript
WBGene00005995,F40H7.7.1,coding_transcript
WBGene00005996,F40H7.8.1,coding_transcript
WBGene00018256,F41A4.1.1,coding_transcript
WBGene00018257,F41B4.1.1,coding_transcript
WBGene00018258,F41B4.2a.1,coding_transcript
WBGene00018258,F41B4.2b.1,coding_transcript
WBGene00018259,F41B4.3.1,coding_transcript
WBGene00001617,F41B4.4a.1,coding_transcript
WBGene00001617,F41B4.4b.1,coding_transcript
WBGene00023284,F41B5.1.1,coding_transcript
WBGene00018266,F41B5.10.1,coding_transcript
WBGene00202502,F41B5.12a.1,coding_transcript
WBGene00202502,F41B5.12b.1,coding_transcript
WBGene00018260,F41B5.2.1,coding_transcript
WBGene00018261,F41B5.3a.1,coding_transcript
WBGene00018261,F41B5.3b.1,coding_transcript
WBGene00018262,F41B5.4.1,coding_transcript
WBGene00018264,F41B5.7a.1,coding_transcript
WBGene00018264,F41B5.7b.1,coding_transcript
WBGene00006279,F41B5.8a.1,coding_transcript
WBGene00018265,F41B5.9.1,coding_transcript
WBGene00018265,F41B5.9.2,coding_transcript
WBGene00018267,F41C3.1.1,coding_transcript
WBGene00018275,F41C3.11.1,coding_transcript
WBGene00018268,F41C3.2.1,coding_transcript
WBGene00018269,F41C3.3.1,coding_transcript
WBGene00018270,F41C3.4.1,coding_transcript
WBGene00018271,F41C3.5.1,coding_transcript
WBGene00018273,F41C3.7a.1,coding_transcript
WBGene00018273,F41C3.7b.1,coding_transcript
WBGene00018274,F41C3.8a.1,coding_transcript
WBGene00018274,F41C3.8b.1,coding_transcript
WBGene00006746,F41C6.1.1,coding_transcript
WBGene00006746,F41C6.1.2,coding_transcript
WBGene00018278,F41C6.4a.1,coding_transcript
WBGene00018278,F41C6.4b.1,coding_transcript
WBGene00000746,F41C6.5.1,coding_transcript
WBGene00018279,F41C6.6.1,coding_transcript
WBGene00018280,F41C6.7.1,coding_transcript
WBGene00003672,F41D3.1.1,coding_transcript
WBGene00009615,F41D3.10.1,coding_transcript
WBGene00009616,F41D3.11.1,coding_transcript
WBGene00009607,F41D3.2.1,coding_transcript
WBGene00009608,F41D3.3.1,coding_transcript
WBGene00009609,F41D3.4.1,coding_transcript
WBGene00009610,F41D3.5.1,coding_transcript
WBGene00009611,F41D3.6.1,coding_transcript
WBGene00009612,F41D3.7.1,coding_transcript
WBGene00009613,F41D3.8.1,coding_transcript
WBGene00009614,F41D3.9.1,coding_transcript
WBGene00018281,F41D9.1.1,coding_transcript
WBGene00018282,F41D9.2a.1,coding_transcript
WBGene00018282,F41D9.2b.1,coding_transcript
WBGene00006942,F41D9.3a.1,coding_transcript
WBGene00006942,F41D9.3b.1,coding_transcript
WBGene00006942,F41D9.3c.1,coding_transcript
WBGene00006942,F41D9.3e.1,coding_transcript
WBGene00006942,F41D9.3f.1,coding_transcript
WBGene00018283,F41D9.5.1,coding_transcript
WBGene00018284,F41E6.1.1,coding_transcript
WBGene00018284,F41E6.1.2,coding_transcript
WBGene00018291,F41E6.10.1,coding_transcript
WBGene00018292,F41E6.11.1,coding_transcript
WBGene00018293,F41E6.12.1,coding_transcript
WBGene00018294,F41E6.13a.1,coding_transcript
WBGene00018294,F41E6.13b.1,coding_transcript
WBGene00018295,F41E6.14.1,coding_transcript
WBGene00018295,F41E6.14.2,coding_transcript
WBGene00044554,F41E6.15.1,coding_transcript
WBGene00194909,F41E6.17.1,coding_transcript
WBGene00001694,F41E6.2.1,coding_transcript
WBGene00018285,F41E6.4a.1,coding_transcript
WBGene00018285,F41E6.4b.1,coding_transcript
WBGene00018285,F41E6.4b.2,coding_transcript
WBGene00018286,F41E6.5a.1,coding_transcript
WBGene00018286,F41E6.5b.1,coding_transcript
WBGene00018286,F41E6.5b.2,coding_transcript
WBGene00007055,F41E6.6.1,coding_transcript
WBGene00018288,F41E6.7.1,coding_transcript
WBGene00018289,F41E6.8.1,coding_transcript
WBGene00018290,F41E6.9.1,coding_transcript
WBGene00009617,F41E7.1.1,coding_transcript
WBGene00009618,F41E7.2.1,coding_transcript
WBGene00009618,F41E7.2.2,coding_transcript
WBGene00009619,F41E7.3.1,coding_transcript
WBGene00009620,F41E7.4.1,coding_transcript
WBGene00009621,F41E7.5.1,coding_transcript
WBGene00009622,F41E7.6.1,coding_transcript
WBGene00009623,F41E7.7a.1,coding_transcript
WBGene00009623,F41E7.7b.1,coding_transcript
WBGene00009624,F41E7.8.1,coding_transcript
WBGene00009625,F41E7.9.1,coding_transcript
WBGene00018296,F41F3.1.1,coding_transcript
WBGene00004928,F41F3.2.1,coding_transcript
WBGene00018297,F41F3.3.1,coding_transcript
WBGene00000712,F41F3.4.1,coding_transcript
WBGene00005965,F41F3.6a.1,coding_transcript
WBGene00005964,F41F3.7.1,coding_transcript
WBGene00044533,F41F3.8.1,coding_transcript
WBGene00269385,F41F3.9.1,coding_transcript
WBGene00018298,F41G3.1.1,coding_transcript
WBGene00018303,F41G3.10.1,coding_transcript
WBGene00005986,F41G3.11.1,coding_transcript
WBGene00018304,F41G3.12.1,coding_transcript
WBGene00018305,F41G3.14.1,coding_transcript
WBGene00002097,F41G3.16.1,coding_transcript
WBGene00002098,F41G3.17.1,coding_transcript
WBGene00044221,F41G3.18.1,coding_transcript
WBGene00044317,F41G3.19.1,coding_transcript
WBGene00044315,F41G3.20.1,coding_transcript
WBGene00044316,F41G3.21.1,coding_transcript
WBGene00018300,F41G3.3a.1,coding_transcript
WBGene00018300,F41G3.3b.1,coding_transcript
WBGene00001424,F41G3.4.1,coding_transcript
WBGene00018301,F41G3.5.1,coding_transcript
WBGene00018302,F41G3.6.1,coding_transcript
WBGene00018307,F41G4.1.1,coding_transcript
WBGene00304806,F41G4.13.1,coding_transcript
WBGene00000294,F41G4.2a.1,coding_transcript
WBGene00000294,F41G4.2b.1,coding_transcript
WBGene00006067,F41G4.3a.1,coding_transcript
WBGene00006067,F41G4.3b.1,coding_transcript
WBGene00006067,F41G4.3c.1,coding_transcript
WBGene00006067,F41G4.3d.1,coding_transcript
WBGene00006067,F41G4.3d.2,coding_transcript
WBGene00006067,F41G4.3d.3,coding_transcript
WBGene00006067,F41G4.3e.1,coding_transcript
WBGene00018310,F41G4.7.1,coding_transcript
WBGene00018311,F41G4.8.1,coding_transcript
WBGene00018314,F41H10.1.1,coding_transcript
WBGene00002032,F41H10.10.1,coding_transcript
WBGene00018321,F41H10.11.1,coding_transcript
WBGene00018322,F41H10.12.1,coding_transcript
WBGene00018315,F41H10.2.1,coding_transcript
WBGene00018316,F41H10.3a.1,coding_transcript
WBGene00018316,F41H10.3b.1,coding_transcript
WBGene00018316,F41H10.3c.1,coding_transcript
WBGene00018316,F41H10.3d.1,coding_transcript
WBGene00018316,F41H10.3e.1,coding_transcript
WBGene00018317,F41H10.4.1,coding_transcript
WBGene00018318,F41H10.5.1,coding_transcript
WBGene00018318,F41H10.5.2,coding_transcript
WBGene00018319,F41H10.6a.1,coding_transcript
WBGene00018319,F41H10.6b.1,coding_transcript
WBGene00018319,F41H10.6c.1,coding_transcript
WBGene00018319,F41H10.6d.1,coding_transcript
WBGene00001243,F41H10.7.1,coding_transcript
WBGene00001244,F41H10.8.1,coding_transcript
WBGene00018312,F41H8.1.1,coding_transcript
WBGene00018313,F41H8.2.1,coding_transcript
WBGene00005922,F41H8.4.1,coding_transcript
WBGene00018339,F42A10.1.1,coding_transcript
WBGene00018339,F42A10.1.2,coding_transcript
WBGene00003593,F42A10.2a.1,coding_transcript
WBGene00003593,F42A10.2b.1,coding_transcript
WBGene00003593,F42A10.2c.1,coding_transcript
WBGene00018340,F42A10.3.1,coding_transcript
WBGene00001160,F42A10.4a.1,coding_transcript
WBGene00001160,F42A10.4b.1,coding_transcript
WBGene00018341,F42A10.5.1,coding_transcript
WBGene00018341,F42A10.5.2,coding_transcript
WBGene00018342,F42A10.6.1,coding_transcript
WBGene00018343,F42A10.7.1,coding_transcript
WBGene00003546,F42A10.8.1,coding_transcript
WBGene00023489,F42A10.9.1,coding_transcript
WBGene00018323,F42A6.1.1,coding_transcript
WBGene00018324,F42A6.2.1,coding_transcript
WBGene00018327,F42A6.5.1,coding_transcript
WBGene00018328,F42A6.6a.1,coding_transcript
WBGene00018328,F42A6.6b.1,coding_transcript
WBGene00018328,F42A6.6c.1,coding_transcript
WBGene00018328,F42A6.6d.1,coding_transcript
WBGene00001999,F42A6.7a.1,coding_transcript
WBGene00001999,F42A6.7a.2,coding_transcript
WBGene00001999,F42A6.7b.1,coding_transcript
WBGene00001999,F42A6.7b.2,coding_transcript
WBGene00001999,F42A6.7b.3,coding_transcript
WBGene00001999,F42A6.7b.4,coding_transcript
WBGene00001999,F42A6.7c.1,coding_transcript
WBGene00001999,F42A6.7c.2,coding_transcript
WBGene00001999,F42A6.7d.1,coding_transcript
WBGene00001999,F42A6.7d.2,coding_transcript
WBGene00018330,F42A6.9.1,coding_transcript
WBGene00009626,F42A8.1.1,coding_transcript
WBGene00006433,F42A8.2.1,coding_transcript
WBGene00009627,F42A8.3.1,coding_transcript
WBGene00195046,F42A9.11.1,coding_transcript
WBGene00235280,F42A9.17.1,coding_transcript
WBGene00006483,F42A9.1a.1,coding_transcript
WBGene00006483,F42A9.1b.1,coding_transcript
WBGene00003034,F42A9.2.1,coding_transcript
WBGene00018332,F42A9.3.1,coding_transcript
WBGene00018333,F42A9.4.1,coding_transcript
WBGene00018334,F42A9.5.1,coding_transcript
WBGene00018334,F42A9.5.2,coding_transcript
WBGene00018334,F42A9.5.3,coding_transcript
WBGene00018335,F42A9.6a.1,coding_transcript
WBGene00018335,F42A9.6a.2,coding_transcript
WBGene00018335,F42A9.6a.3,coding_transcript
WBGene00018335,F42A9.6b.1,coding_transcript
WBGene00018335,F42A9.6c.1,coding_transcript
WBGene00018335,F42A9.6c.2,coding_transcript
WBGene00018336,F42A9.7.1,coding_transcript
WBGene00018337,F42A9.8a.1,coding_transcript
WBGene00018337,F42A9.8b.1,coding_transcript
WBGene00018338,F42A9.9.1,coding_transcript
WBGene00018350,F42C5.10.1,coding_transcript
WBGene00018344,F42C5.2.1,coding_transcript
WBGene00018345,F42C5.3a.1,coding_transcript
WBGene00018345,F42C5.3b.1,coding_transcript
WBGene00018346,F42C5.4a.1,coding_transcript
WBGene00018346,F42C5.4b.1,coding_transcript
WBGene00018347,F42C5.5a.1,coding_transcript
WBGene00018347,F42C5.5b.1,coding_transcript
WBGene00018348,F42C5.6.1,coding_transcript
WBGene00001713,F42C5.7.1,coding_transcript
WBGene00004477,F42C5.8a.1,coding_transcript
WBGene00004477,F42C5.8b.1,coding_transcript
WBGene00018349,F42C5.9.1,coding_transcript
WBGene00009628,F42D1.2.1,coding_transcript
WBGene00009629,F42D1.3.1,coding_transcript
WBGene00009629,F42D1.3.2,coding_transcript
WBGene00009629,F42D1.3.3,coding_transcript
WBGene00044139,F42D1.4.1,coding_transcript
WBGene00003998,F42E11.1a.1,coding_transcript
WBGene00003998,F42E11.1b.1,coding_transcript
WBGene00003998,F42E11.1b.2,coding_transcript
WBGene00009632,F42E11.2a.1,coding_transcript
WBGene00009632,F42E11.2b.1,coding_transcript
WBGene00009632,F42E11.2c.1,coding_transcript
WBGene00009633,F42E11.3.1,coding_transcript
WBGene00006584,F42E11.4.1,coding_transcript
WBGene00009630,F42E8.1.1,coding_transcript
WBGene00009634,F42F12.1.1,coding_transcript
WBGene00023493,F42F12.10.1,coding_transcript
WBGene00044140,F42F12.11.1,coding_transcript
WBGene00194795,F42F12.14.1,coding_transcript
WBGene00006979,F42F12.2.1,coding_transcript
WBGene00009635,F42F12.3.1,coding_transcript
WBGene00009636,F42F12.4.1,coding_transcript
WBGene00009637,F42F12.6.1,coding_transcript
WBGene00009638,F42F12.7.1,coding_transcript
WBGene00009639,F42F12.8.1,coding_transcript
WBGene00009640,F42F12.9.1,coding_transcript
WBGene00009645,F42G10.1.1,coding_transcript
WBGene00009645,F42G10.1.2,coding_transcript
WBGene00003368,F42G10.2.1,coding_transcript
WBGene00018351,F42G2.2a.1,coding_transcript
WBGene00018351,F42G2.2b.1,coding_transcript
WBGene00018351,F42G2.2b.2,coding_transcript
WBGene00018351,F42G2.2c.1,coding_transcript
WBGene00018352,F42G2.3.1,coding_transcript
WBGene00018353,F42G2.4.1,coding_transcript
WBGene00018354,F42G2.5.1,coding_transcript
WBGene00018355,F42G2.6.1,coding_transcript
WBGene00018355,F42G2.6.2,coding_transcript
WBGene00044362,F42G2.7a.1,coding_transcript
WBGene00044362,F42G2.7b.1,coding_transcript
WBGene00044672,F42G2.8.1,coding_transcript
WBGene00306133,F42G4.11.1,coding_transcript
WBGene00009641,F42G4.2.1,coding_transcript
WBGene00006999,F42G4.3a.1,coding_transcript
WBGene00006999,F42G4.3b.1,coding_transcript
WBGene00006999,F42G4.3c.1,coding_transcript
WBGene00006999,F42G4.3d.1,coding_transcript
WBGene00006999,F42G4.3e.1,coding_transcript
WBGene00009642,F42G4.5a.1,coding_transcript
WBGene00009642,F42G4.5b.1,coding_transcript
WBGene00009642,F42G4.5c.1,coding_transcript
WBGene00009643,F42G4.6.1,coding_transcript
WBGene00009644,F42G4.7.1,coding_transcript
WBGene00018361,F42G8.10.1,coding_transcript
WBGene00004979,F42G8.11.1,coding_transcript
WBGene00002162,F42G8.12.1,coding_transcript
WBGene00249817,F42G8.19a.1,coding_transcript
WBGene00249817,F42G8.19b.1,coding_transcript
WBGene00004056,F42G8.3a.1,coding_transcript
WBGene00004056,F42G8.3b.1,coding_transcript
WBGene00004056,F42G8.3c.1,coding_transcript
WBGene00004056,F42G8.3d.1,coding_transcript
WBGene00004057,F42G8.4a.1,coding_transcript
WBGene00004057,F42G8.4a.2,coding_transcript
WBGene00004057,F42G8.4a.3,coding_transcript
WBGene00004057,F42G8.4b.1,coding_transcript
WBGene00018356,F42G8.5.1,coding_transcript
WBGene00018357,F42G8.6.1,coding_transcript
WBGene00018358,F42G8.7a.1,coding_transcript
WBGene00018358,F42G8.7b.1,coding_transcript
WBGene00018359,F42G8.8.1,coding_transcript
WBGene00018360,F42G8.9.1,coding_transcript
WBGene00018362,F42G9.1a.1,coding_transcript
WBGene00018362,F42G9.1b.1,coding_transcript
WBGene00000882,F42G9.2.1,coding_transcript
WBGene00018363,F42G9.4.1,coding_transcript
WBGene00000117,F42G9.5a.1,coding_transcript
WBGene00000117,F42G9.5b.1,coding_transcript
WBGene00000117,F42G9.5b.2,coding_transcript
WBGene00018364,F42G9.6a.1,coding_transcript
WBGene00018364,F42G9.6b.1,coding_transcript
WBGene00018364,F42G9.6c.1,coding_transcript
WBGene00004922,F42G9.7.1,coding_transcript
WBGene00018365,F42G9.8.1,coding_transcript
WBGene00018365,F42G9.8.2,coding_transcript
WBGene00004212,F42G9.9a.1,coding_transcript
WBGene00004212,F42G9.9b.1,coding_transcript
WBGene00004212,F42G9.9c.1,coding_transcript
WBGene00004212,F42G9.9d.1,coding_transcript
WBGene00004212,F42G9.9d.2,coding_transcript
WBGene00004212,F42G9.9d.3,coding_transcript
WBGene00018366,F42H10.2.1,coding_transcript
WBGene00018367,F42H10.3a.1,coding_transcript
WBGene00018367,F42H10.3b.1,coding_transcript
WBGene00018369,F42H10.5a.1,coding_transcript
WBGene00018369,F42H10.5a.2,coding_transcript
WBGene00018369,F42H10.5a.3,coding_transcript
WBGene00018369,F42H10.5b.1,coding_transcript
WBGene00018370,F42H10.6.1,coding_transcript
WBGene00018370,F42H10.6.2,coding_transcript
WBGene00018371,F42H10.7a.1,coding_transcript
WBGene00018371,F42H10.7b.1,coding_transcript
WBGene00009646,F42H11.1.1,coding_transcript
WBGene00002276,F42H11.2.1,coding_transcript
WBGene00005979,F43A11.1.1,coding_transcript
WBGene00005971,F43A11.4.1,coding_transcript
WBGene00005973,F43A11.6.1,coding_transcript
WBGene00018373,F43B10.1a.1,coding_transcript
WBGene00018373,F43B10.1b.1,coding_transcript
WBGene00018373,F43B10.1c.1,coding_transcript
WBGene00018373,F43B10.1d.1,coding_transcript
WBGene00018374,F43B10.2a.1,coding_transcript
WBGene00018374,F43B10.2b.1,coding_transcript
WBGene00009647,F43C1.1.1,coding_transcript
WBGene00003401,F43C1.2a.1,coding_transcript
WBGene00003401,F43C1.2a.2,coding_transcript
WBGene00003401,F43C1.2b.1,coding_transcript
WBGene00009648,F43C1.3.1,coding_transcript
WBGene00003619,F43C1.4.1,coding_transcript
WBGene00009649,F43C1.5.1,coding_transcript
WBGene00023422,F43C1.6.1,coding_transcript
WBGene00023423,F43C1.7.1,coding_transcript
WBGene00018387,F43C11.10.1,coding_transcript
WBGene00018388,F43C11.11.1,coding_transcript
WBGene00018389,F43C11.12.1,coding_transcript
WBGene00305114,F43C11.16.1,coding_transcript
WBGene00018378,F43C11.1a.1,coding_transcript
WBGene00018378,F43C11.1b.1,coding_transcript
WBGene00018379,F43C11.2.1,coding_transcript
WBGene00018380,F43C11.3.1,coding_transcript
WBGene00018381,F43C11.4.1,coding_transcript
WBGene00018383,F43C11.6.1,coding_transcript
WBGene00018384,F43C11.7.1,coding_transcript
WBGene00018385,F43C11.8.1,coding_transcript
WBGene00018386,F43C11.9.1,coding_transcript
WBGene00018386,F43C11.9.2,coding_transcript
WBGene00018375,F43C9.1.1,coding_transcript
WBGene00018376,F43C9.2a.1,coding_transcript
WBGene00018376,F43C9.2b.1,coding_transcript
WBGene00018376,F43C9.2c.1,coding_transcript
WBGene00018377,F43C9.3.1,coding_transcript
WBGene00003245,F43C9.4a.1,coding_transcript
WBGene00003245,F43C9.4a.2,coding_transcript
WBGene00003245,F43C9.4b.1,coding_transcript
WBGene00009650,F43D2.1.1,coding_transcript
WBGene00009652,F43D2.3.1,coding_transcript
WBGene00001986,F43D2.4a.1,coding_transcript
WBGene00001986,F43D2.4b.1,coding_transcript
WBGene00044191,F43D2.6.1,coding_transcript
WBGene00045516,F43D2.7a.1,coding_transcript
WBGene00045516,F43D2.7b.1,coding_transcript
WBGene00009653,F43D9.1.1,coding_transcript
WBGene00004283,F43D9.2.1,coding_transcript
WBGene00009654,F43D9.3a.1,coding_transcript
WBGene00009654,F43D9.3b.1,coding_transcript
WBGene00004798,F43D9.4.1,coding_transcript
WBGene00006395,F43D9.5.1,coding_transcript
WBGene00185048,F43D9.6.1,coding_transcript
WBGene00044577,F43E12.1.1,coding_transcript
WBGene00018390,F43E2.1.1,coding_transcript
